file,row,predicted_alarm,predicted_alarm_label
FOC_20190801_06,594,0,Normal
FOC_20190801_06,595,0,Normal
FOC_20190801_06,596,0,Normal
FOC_20190801_06,597,0,Normal
FOC_20190801_06,598,0,Normal
FOC_20190801_06,599,0,Normal
FOC_20190801_06,600,0,Normal
FOC_20190801_06,601,0,Normal
FOC_20190801_06,602,0,Normal
FOC_20190801_06,603,0,Normal
FOC_20190801_06,604,0,Normal
FOC_20190801_06,605,0,Normal
FOC_20190801_06,606,0,Normal
FOC_20190801_06,607,0,Normal
FOC_20190801_06,608,0,Normal
FOC_20190801_06,609,0,Normal
FOC_20190801_06,610,0,Normal
FOC_20190801_06,611,0,Normal
FOC_20190801_06,612,0,Normal
FOC_20190801_06,613,0,Normal
FOC_20190801_06,614,0,Normal
FOC_20190801_06,615,0,Normal
FOC_20190801_06,616,0,Normal
FOC_20190801_06,617,0,Normal
FOC_20190801_06,618,0,Normal
FOC_20190801_06,619,0,Normal
FOC_20190801_06,620,0,Normal
FOC_20190801_06,621,0,Normal
FOC_20190801_06,622,0,Normal
FOC_20190801_06,623,0,Normal
FOC_20190801_06,624,0,Normal
FOC_20190801_06,625,0,Normal
FOC_20190801_06,626,0,Normal
FOC_20190801_06,627,0,Normal
FOC_20190801_06,628,0,Normal
FOC_20190801_06,629,0,Normal
FOC_20190801_06,630,0,Normal
FOC_20190801_06,631,0,Normal
FOC_20190801_06,632,0,Normal
FOC_20190801_06,633,0,Normal
FOC_20190801_06,634,0,Normal
FOC_20190801_06,635,0,Normal
FOC_20190801_06,636,0,Normal
FOC_20190801_06,637,0,Normal
FOC_20190801_06,638,0,Normal
FOC_20190801_06,639,0,Normal
FOC_20190801_06,640,0,Normal
FOC_20190801_06,641,0,Normal
FOC_20190801_06,642,0,Normal
FOC_20190801_06,643,0,Normal
FOC_20190801_06,644,0,Normal
FOC_20190801_06,645,0,Normal
FOC_20190801_06,646,0,Normal
FOC_20190801_06,647,0,Normal
FOC_20190801_06,648,0,Normal
FOC_20190801_06,649,0,Normal
FOC_20190801_06,650,0,Normal
FOC_20190801_06,651,0,Normal
FOC_20190801_06,652,0,Normal
FOC_20190801_06,653,0,Normal
FOC_20190801_06,654,0,Normal
FOC_20190801_06,655,0,Normal
FOC_20190801_06,656,0,Normal
FOC_20190801_06,657,0,Normal
FOC_20190801_06,658,0,Normal
FOC_20190801_06,659,0,Normal
FOC_20190801_06,660,0,Normal
FOC_20190801_06,661,0,Normal
FOC_20190801_06,662,0,Normal
FOC_20190801_06,663,0,Normal
FOC_20190801_06,664,0,Normal
FOC_20190801_06,665,0,Normal
FOC_20190801_06,666,0,Normal
FOC_20190801_06,667,0,Normal
FOC_20190801_06,668,0,Normal
FOC_20190801_06,669,0,Normal
FOC_20190801_06,670,0,Normal
FOC_20190801_06,671,0,Normal
FOC_20190801_06,672,0,Normal
FOC_20190801_06,673,0,Normal
FOC_20190801_06,674,0,Normal
FOC_20190801_06,675,0,Normal
FOC_20190801_06,676,0,Normal
FOC_20190801_06,677,0,Normal
FOC_20190801_06,678,0,Normal
FOC_20190801_06,679,0,Normal
FOC_20190801_06,680,0,Normal
FOC_20190801_06,681,0,Normal
FOC_20190801_06,682,0,Normal
FOC_20190801_06,683,0,Normal
FOC_20190801_06,684,0,Normal
FOC_20190801_06,685,0,Normal
FOC_20190801_06,686,0,Normal
FOC_20190801_06,687,0,Normal
FOC_20190801_06,688,0,Normal
FOC_20190801_06,689,0,Normal
FOC_20190801_06,690,0,Normal
FOC_20190801_06,691,0,Normal
FOC_20190801_06,692,0,Normal
FOC_20190801_06,693,0,Normal
FOC_20190801_06,694,0,Normal
FOC_20190801_06,695,0,Normal
FOC_20190801_06,696,0,Normal
FOC_20190801_06,697,0,Normal
FOC_20190801_06,698,0,Normal
FOC_20190801_06,699,0,Normal
FOC_20190801_06,700,0,Normal
FOC_20190801_06,701,0,Normal
FOC_20190801_06,702,0,Normal
FOC_20190801_06,703,0,Normal
FOC_20190801_06,704,0,Normal
FOC_20190801_06,705,0,Normal
FOC_20190801_06,706,0,Normal
FOC_20190801_06,707,0,Normal
FOC_20190801_06,708,0,Normal
FOC_20190801_06,709,0,Normal
FOC_20190801_06,710,0,Normal
FOC_20190801_06,711,0,Normal
FOC_20190801_06,712,0,Normal
FOC_20190801_06,713,0,Normal
FOC_20190801_06,714,0,Normal
FOC_20190801_06,715,0,Normal
FOC_20190801_06,716,0,Normal
FOC_20190801_06,717,0,Normal
FOC_20190801_06,718,0,Normal
FOC_20190801_06,719,0,Normal
FOC_20190801_06,720,0,Normal
FOC_20190801_06,721,0,Normal
FOC_20190801_06,722,0,Normal
FOC_20190801_06,723,0,Normal
FOC_20190801_06,724,0,Normal
FOC_20190801_06,725,0,Normal
FOC_20190801_06,726,0,Normal
FOC_20190801_06,727,0,Normal
FOC_20190801_06,728,0,Normal
FOC_20190801_06,729,0,Normal
FOC_20190801_06,730,0,Normal
FOC_20190801_06,731,0,Normal
FOC_20190801_06,732,0,Normal
FOC_20190801_06,733,0,Normal
FOC_20190801_06,734,0,Normal
FOC_20190801_06,735,0,Normal
FOC_20190801_06,736,0,Normal
FOC_20190801_06,737,0,Normal
FOC_20190801_06,738,0,Normal
FOC_20190801_06,739,0,Normal
FOC_20190801_06,740,0,Normal
FOC_20190801_06,741,0,Normal
FOC_20190801_06,742,0,Normal
FOC_20190801_06,743,0,Normal
FOC_20190801_06,744,0,Normal
FOC_20190801_06,745,0,Normal
FOC_20190801_06,746,0,Normal
FOC_20190801_06,747,0,Normal
FOC_20190801_06,748,0,Normal
FOC_20190801_06,749,0,Normal
FOC_20190801_06,750,0,Normal
FOC_20190801_06,751,0,Normal
FOC_20190801_06,752,0,Normal
FOC_20190801_06,753,0,Normal
FOC_20190801_06,754,0,Normal
FOC_20190801_06,755,0,Normal
FOC_20190801_06,756,0,Normal
FOC_20190801_06,757,0,Normal
FOC_20190801_06,758,0,Normal
FOC_20190801_06,759,0,Normal
FOC_20190801_06,760,0,Normal
FOC_20190801_06,761,0,Normal
