DATE,MOTOR COIL,FRONT IN,REAR_IN,FRONT OUT,REAR OUT,MACHINE TEMP,VIBRATION,VIB-X,VIB-Y,VIB-Z,SPINDLE LOAD,SPINDLE COMMAND SPEED,SPINDLE ACTUAL SPEED,SPINDLE DIRECTION,FEED SPEED,FEED OVERRIDE,FEED ACTUAL SPEED,DI_CUT,JOG OVERRIDE,RAPID OVERRIDE,FEED AXIS STATUS,RELATIVE1,RELATIVE2,RELATIVE3,RELATIVE4,RELATIVE5,RELATIVE6,RELATIVE7,RELATIVE8,ABSOLUTE1,ABSOLUTE2,ABSOLUTE3,ABSOLUTE4,ABSOLUTE5,ABSOLUTE6,ABSOLUTE7,ABSOLUTE8,MACHINE1,MACHINE2,MACHINE3,MACHINE4,MACHINE5,MACHINE6,MACHINE7,MACHINE8,DISTANCE1,DISTANCE2,DISTANCE3,DISTANCE4,DISTANCE5,DISTANCE6,DISTANCE7,DISTANCE8,LOAD1,LOAD2,LOAD3,LOAD4,LOAD5,LOAD6,LOAD7,LOAD8,NC MODE,NC STATUS,SPINDLE POT,SPINDLE PTN,MAIN PROGRAM,EXEC PROGRAM,SEQ NUMBER,MAIN COMMENT,MACHINE ALARM,MACHINE WARNING,EXEC BLOCK,BLOCK COUNTER,SPINDLE FTN,SPINDLE ITN,EMERGENCY,ADDITIONAL INCYCLE STATUS,CUTTING REMOVAL AMOUNT,SPINDLE OVERRIDE,MSPINDLE LOAD
2019/08/01 15:00:32:018,24.6,,,25.2,24.6,,,0,0,0,2.35,4000,3999,CW,72,100,54.61,1,50,100,11,33.15434,-38.54647,-30.92384,10080.0004,0,-38.5502,-30.92385,0,110.14837,27.80302,1.55,0,0,-38.5502,1.55,0,33.13194,-38.56737,-30.92382,0,0,-38.56737,-30.92382,0,0.08008,0.09543,0,0,0,0,0,0,0,48,-3,-3,-1,48,-8,1,MEMORY,START,21,50020000,1712,1002,10862,68A314071 2012 -2712 OP1,0,310068,N10861 X110.24267 Y28.06010 ,8966,0,0,0,-1,,99.9,
2019/08/01 15:00:35:002,24.6,,,25.2,24.6,,,0,0,0,1.57,4000,4000,CW,72,100,72,1,50,100,1000100,33.00598,-38.34948,-30.18847,10080.0004,0,-38.35322,-30.18848,0,110,28,2.30456,0,0,-38.35322,2.4548,0,33.00584,-38.35322,-30.18846,0,0,-38.35322,-30.18846,0,0,0,0.21464,0,0,0,0,0,-18,36,20,-3,0,36,17,-1,MEMORY,START,21,50020000,1712,1002,10882,68A314071 2012 -2712 OP1,0,310068,N10882 G00 Z5.40000 ,8986,0,0,0,-1,,100,
2019/08/01 15:00:38:018,24.6,,,25.2,24.6,,,0,0,0,1.53,4000,3999,CW,72,100,464.9,0,50,100,1000100,49.00598,-38.34948,-28.8039,10080.0004,0,-38.35322,-28.80391,0,126,28,3.58834,0,0,-38.35322,2.5,0,49.00584,-38.35322,-28.80388,0,0,-38.35322,-28.80388,0,0,0,0,0,0,0,0,0,-11,26,-94,-3,0,26,-96,0,MEMORY,START,21,50020000,1712,1002,10886,68A314071 2012 -2712 OP1,0,310068,N10886 X125.91225 Y28.04795 ,8990,0,0,0,-1,,99.9,
2019/08/01 15:00:41:021,24.6,,,25.2,24.6,,,0,0,0,1.6,4000,4000,CW,72,100,49.49,1,50,100,11,49.08932,-38.46987,-29.92384,10080.0004,0,-38.4736,-29.92385,0,126.08866,27.88323,2.55,0,0,-38.46999,2.55,0,49.08919,-38.4736,-29.92382,0,0,-38.4736,-29.92382,0,0.05921,0.07372,0,0,0,0,0,0,-14,35,-3,-3,0,35,9,0,MEMORY,START,21,50020000,1712,1002,10919,68A314071 2012 -2712 OP1,0,310068,N10916 X126.14888 Y28.01831 ,9023,0,0,0,-1,,100,
2019/08/01 15:00:44:029,24.6,,,25.2,24.6,,,0,0,0,1.59,4000,4000,CW,72,100,48.81,1,50,100,11,49.02353,-38.15294,-29.92384,10080.0004,0,-38.15668,-29.92385,0,126.01755,28.19654,2.55,0,0,-38.15668,2.55,0,49.04763,-38.15876,-29.92382,0,0,-38.15876,-29.92382,0,-0.12775,-0.02964,0,0,0,0,0,0,37,55,-5,-3,0,55,8,-1,MEMORY,START,21,50020000,1712,1002,10950,68A314071 2012 -2712 OP1,0,310068,N10950 X125.80254 Y27.96822 ,9054,0,0,0,-1,,100,
2019/08/01 15:00:47:026,24.6,,,25.2,24.6,,,0,0,0,1.58,4000,4000,CW,72,100,54.44,1,50,100,11,48.96433,-38.10644,-29.92384,10080.0004,0,-38.11018,-29.92385,0,125.95835,28.24304,2.55,0,0,-38.11018,2.55,0,48.99501,-38.10521,-29.92382,0,0,-38.10521,-29.92382,0,-0.16721,-0.10564,0,0,0,0,0,0,3,45,-5,-3,0,45,5,0,MEMORY,START,21,50020000,1712,1002,10979,68A314071 2012 -2712 OP1,0,310068,N10979 X125.75083 Y27.97969 ,9083,0,0,0,-1,,100,
2019/08/01 15:00:50:061,24.6,,,25.2,24.6,,,0.1,0,0,1.68,4000,4000,CW,72,100,39.34,1,50,100,11,48.91354,-38.32167,-30.12384,10080.0004,0,-38.32541,-30.12385,0,125.90166,28.01064,2.35,0,0,-38.34258,2.35,0,48.9134,-38.32541,-30.12382,0,0,-38.32541,-30.12382,0,0.04459,-0.09496,0,0,0,0,0,0,-2,-1,5,-3,0,-1,0,0,MEMORY,START,21,50020000,1712,1002,11010,68A314071 2012 -2712 OP1,0,310068,N11009 X126.08306 Y27.94431 ,9114,0,0,0,-1,,100,
2019/08/01 15:00:53:046,24.6,,,25.2,24.6,,,0,0,0,1.57,4000,4000,CW,72,100,39.41,1,50,100,11,49.06846,-38.3472,-30.12384,10080.0004,0,-38.35094,-30.12385,0,126.04499,28.00164,2.35,0,0,-38.35158,2.35,0,49.06833,-38.35094,-30.12382,0,0,-38.35094,-30.12382,0,-0.1982,-0.04208,0,0,0,0,0,0,48,12,1,-3,0,13,-8,0,MEMORY,START,21,50020000,1712,1002,11040,68A314071 2012 -2712 OP1,0,310068,N11040 X125.86553 Y27.86210 ,9146,0,0,0,-1,,100,
2019/08/01 15:00:56:034,24.6,,,25.2,24.6,,,0,0,0,1.63,4000,4000,CW,72,100,31.65,1,50,100,11,48.88843,-38.41108,-30.12384,10080.0004,0,-38.42769,-30.12385,0,125.85787,27.92553,2.35,0,0,-38.42769,2.35,0,48.88829,-38.41481,-30.12382,0,0,-38.41481,-30.12382,0,-0.01632,-0.1073,0,0,0,0,0,0,30,11,1,-3,0,11,-10,0,MEMORY,START,21,50020000,1712,1002,11070,68A314071 2012 -2712 OP1,0,310068,N11067 X125.84155 Y27.81823 ,9174,0,0,0,-1,,100,
2019/08/01 15:00:59:030,24.6,,,25.2,24.6,,,0,0,0,1.59,4000,4000,CW,72,100,64.6,1,50,100,1000111,49.00598,-38.34948,-30.13441,10080.0004,0,-38.35322,-30.13442,0,126,28,2.32471,0,0,-38.35322,2.2132,0,49.00584,-38.35322,-30.13439,0,0,-38.35322,-30.13439,0,0,0,-0.18943,0,0,0,0,0,-24,35,3,-3,0,36,-7,0,MEMORY,START,21,50020000,1712,1002,11098,68A314071 2012 -2712 OP1,0,310068,N11096 X125.91225 Y28.04795 ,9202,0,0,0,-1,,100,
2019/08/01 15:01:02:039,24.6,,,25.2,24.6,,,0.1,0.1,0,2.43,4000,3999,CW,72,100,44.32,1,50,100,11,49.15051,-38.37583,-30.32384,10080.0004,0,-38.37956,-30.32385,0,126.1466,27.99492,2.15,0,0,-38.3583,2.15,0,49.15038,-38.37956,-30.32382,0,0,-38.37956,-30.32382,0,-0.01753,0.10615,0,0,0,0,0,0,-20,44,-6,-3,-4,44,-4,4,MEMORY,START,21,50020000,1712,1002,11131,68A314071 2012 -2712 OP1,0,310068,N11127 X126.12701 Y28.07981 ,9236,0,0,0,-1,,99.9,
2019/08/01 15:01:05:015,24.6,,,25.2,24.6,,,0.1,0.1,0,2.39,4000,3999,CW,72,100,51.64,1,50,100,11,48.88987,-38.18837,-30.32384,10080.0004,0,-38.19211,-30.32385,0,125.88012,28.15742,2.15,0,0,-38.1958,2.15,0,48.88973,-38.19211,-30.32382,0,0,-38.19211,-30.32382,0,-0.07895,-0.11694,0,0,0,0,0,0,35,14,-8,-2,0,14,-5,-1,MEMORY,START,21,50020000,1712,1002,11162,68A314071 2012 -2712 OP1,0,310068,N11162 X125.87949 Y27.84038 ,9266,0,0,0,-1,,99.9,
2019/08/01 15:01:08:023,24.6,,,25.2,24.6,,,0,0.1,0,2.32,4000,4000,CW,72,100,52.06,1,50,100,11,48.83457,-38.1717,-30.32384,10080.0004,0,-38.17543,-30.32385,0,125.8286,28.17779,2.15,0,0,-38.17543,2.15,0,48.83444,-38.17543,-30.32382,0,0,-38.17543,-30.32382,0,-0.07081,-0.11587,0,0,0,0,0,0,-4,21,-5,-3,0,21,-3,0,MEMORY,START,21,50020000,1712,1002,11190,68A314071 2012 -2712 OP1,0,310068,N11188 X125.75779 Y28.06192 ,9295,0,0,0,-1,,100,
2019/08/01 15:01:11:026,24.6,,,25.2,24.6,,,0,0.1,0,1.83,4000,4000,CW,72,100,27,1,50,100,11,48.93179,-38.41127,-30.52384,10080.0004,0,-38.4312,-30.52385,0,125.9405,27.92202,1.95,0,0,-38.4312,1.95,0,48.93166,-38.415,-30.52382,0,0,-38.415,-30.52382,0,0.10745,-0.00977,0,0,0,0,0,0,-38,31,1,-3,0,31,0,0,MEMORY,START,21,50020000,1712,1002,11222,68A314071 2012 -2712 OP1,0,310068,N11218 X126.04795 Y27.91225 ,9326,0,0,0,-1,,100,
2019/08/01 15:01:14:028,24.7,,,25.2,24.6,,,0,0,0,1.55,4000,4000,CW,72,100,59.37,1,50,100,11,48.89013,-38.38346,-30.52384,10080.0004,0,-38.39141,-30.52385,0,125.86977,27.96181,1.95,0,0,-38.39141,1.95,0,48.88999,-38.38719,-30.52382,0,0,-38.38719,-30.52382,0,-0.00424,-0.09971,0,0,0,0,0,0,-3,15,-4,-2,5,14,-9,-5,MEMORY,START,21,50020000,1712,1002,11253,68A314071 2012 -2712 OP1,0,310068,N11252 X125.97693 Y27.80133 ,9358,0,0,0,-1,,100,
2019/08/01 15:01:17:005,24.7,,,25.2,24.6,,,0,0,0,1.62,4000,4000,CW,72,100,28.5,1,50,100,11,48.84118,-38.50667,-30.52384,10080.0004,0,-38.51041,-30.52385,0,125.83676,27.83678,1.95,0,0,-38.51644,1.95,0,48.84105,-38.51041,-30.52382,0,0,-38.51041,-30.52382,0,0.12259,-0.08922,0,0,0,0,0,0,18,24,-3,-2,4,25,-4,-4,MEMORY,START,21,50020000,1712,1002,11282,68A314071 2012 -2712 OP1,0,310068,N11281 X126.11798 Y27.77959 ,9386,0,0,0,-1,,100,
2019/08/01 15:01:20:038,24.6,,,25.2,24.6,,,0,0,0,1.57,4000,3999,CW,72,100,70.21,1,50,100,1000111,49.00598,-38.34948,-30.72269,10080.0004,0,-38.35322,-30.7227,0,125.99893,28.00059,1.75,0,0,-38.35263,1.75,0,49.00584,-38.35322,-30.72267,0,0,-38.35322,-30.72267,0,-0.08775,0.04795,0,0,0,0,0,0,0,30,2,-3,1,31,0,-1,MEMORY,START,21,50020000,1712,1002,11310,68A314071 2012 -2712 OP1,0,310068,N11307 X125.90002 Y28.00202 ,9414,0,0,0,-1,,99.9,
2019/08/01 15:01:23:045,24.8,,,25.2,24.6,,,0.1,0.1,0,2.36,4000,4000,CW,72,100,41.24,1,50,100,11,49.12419,-38.26078,-30.72384,10080.0004,0,-38.26452,-30.72385,0,126.10533,28.10171,1.75,0,0,-38.25151,1.75,0,49.12405,-38.26452,-30.72382,0,0,-38.26452,-30.72382,0,-0.0984,0.05999,0,0,0,0,0,0,5,28,-3,-3,-7,28,-6,7,MEMORY,START,21,50020000,1712,1002,11343,68A314071 2012 -2712 OP1,0,310068,N11339 X126.01981 Y28.14869 ,9447,0,0,0,-1,,100,
2019/08/01 15:01:26:029,25,,,25.2,24.6,,,0.1,0.1,0,2.33,4000,4000,CW,72,100,47.52,1,50,100,11,48.81482,-38.29643,-30.72384,10080.0004,0,-38.31525,-30.72385,0,125.80474,28.03797,1.75,0,0,-38.31525,1.75,0,48.81468,-38.30016,-30.72382,0,0,-38.30016,-30.72382,0,0.02391,-0.14111,0,0,0,0,0,0,27,-7,-5,-3,6,-7,-9,-5,MEMORY,START,21,50020000,1712,1002,11374,68A314071 2012 -2712 OP1,0,310068,N11371 X125.82865 Y27.89686 ,9478,0,0,0,-1,,100,
2019/08/01 15:01:29:019,25.1,,,25.2,24.6,,,0,0,0,2.38,4000,4000,CW,72,100,37.29,1,50,100,11,48.76362,-38.28931,-30.72384,10080.0004,0,-38.29305,-30.72385,0,125.75686,28.05089,1.75,0,0,-38.30233,1.75,0,48.76348,-38.29305,-30.72382,0,0,-38.29305,-30.72382,0,-0.00681,-0.08048,0,0,0,0,0,0,49,-15,-2,-3,5,-14,-6,-5,MEMORY,START,21,50020000,1712,1002,11403,68A314071 2012 -2712 OP1,0,310068,N11401 X125.81615 Y27.83060 ,9507,0,0,0,-1,,100,
2019/08/01 15:01:32:023,25.2,,,25.2,24.6,,,0,0,0,1.65,4000,4000,CW,72,100,36.49,1,50,100,11,49.05955,-38.4321,-30.92384,10080.0004,0,-38.43583,-30.92385,0,126.05768,27.92113,1.55,0,0,-38.43209,1.55,0,49.05942,-38.43583,-30.92382,0,0,-38.43583,-30.92382,0,0.04632,0.07808,0,0,0,0,0,0,-32,45,0,-3,0,45,-2,0,MEMORY,START,21,50020000,1712,1002,11433,68A314071 2012 -2712 OP1,0,310068,N11432 X126.00000 Y28.00000 ,9537,0,0,0,-1,,100,
2019/08/01 15:01:35:022,25.2,,,25.2,24.6,,,0,0,0,1.5,4000,4000,CW,72,100,32.64,1,50,100,11,48.86456,-38.46046,-30.92384,10080.0004,0,-38.48519,-30.92385,0,125.864,27.86803,1.55,0,0,-38.48519,1.55,0,48.86442,-38.4642,-30.92382,0,0,-38.4642,-30.92382,0,0.11293,-0.0667,0,0,0,0,0,0,-23,15,-5,-3,6,14,-9,-7,MEMORY,START,21,50020000,1712,1002,11465,68A314071 2012 -2712 OP1,0,310068,N11463 X126.05314 Y27.80719 ,9569,0,0,0,-1,,100,
2019/08/01 15:01:38:006,25.4,,,25.2,24.6,,,0,0,0,1.81,4000,3999,CW,72,100,31.91,1,50,100,11,48.931,-38.58449,-30.92384,10080.0004,0,-38.58822,-30.92385,0,125.93244,27.76242,1.55,0,0,-38.5908,1.55,0,48.93086,-38.58822,-30.92382,0,0,-38.58822,-30.92382,0,0.19296,0.01459,0,0,0,0,0,0,-25,16,-4,-4,1,16,-7,-1,MEMORY,START,21,50020000,1712,1002,11493,68A314071 2012 -2712 OP1,0,310068,N11491 X126.11798 Y27.77959 ,9597,0,0,0,-1,,99.9,
2019/08/01 15:01:41:029,25.5,,,25.2,24.6,,,0,0,0,1.51,4000,4000,CW,72,100,72,1,50,100,1000100,49.00598,-38.34948,-30.46443,10080.0004,0,-38.35322,-30.46443,0,126,28,2.02861,0,0,-38.35322,2.1764,0,49.00584,-38.35322,-30.46441,0,0,-38.35322,-30.46441,0,0,0,0.49059,0,0,0,0,0,-10,34,21,-3,0,34,17,0,MEMORY,START,21,50020000,1712,1002,11515,68A314071 2012 -2712 OP1,0,310068,N11515 Z2.50000 ,9619,0,0,0,-1,,100,
2019/08/01 15:01:44:023,25.4,,,25.2,24.6,,,0,0,0,1.55,4000,3999,CW,72,100,1.43,1,50,100,1000111,48.99176,-48.34172,-29.92384,10080.0004,0,-48.34545,-29.92385,0,125.98127,18.01024,2.55,0,0,-48.34298,2.55,0,48.99162,-48.34545,-29.92382,0,0,-48.34545,-29.92382,0,-0.08576,-0.00575,0,0,0,0,0,0,9,30,-5,-5,1,31,-9,0,MEMORY,START,21,50020000,1712,1002,11524,68A314071 2012 -2712 OP1,0,310068,N11523 X125.95205 Y17.91225 ,9628,0,0,0,-1,,99.9,
2019/08/01 15:01:47:044,25.6,,,25.2,24.6,,,0,0,0,1.52,4000,4000,CW,72,100,46.98,1,50,100,11,49.07948,-48.2205,-29.92384,10080.0004,0,-48.22423,-29.92385,0,126.06788,18.13105,2.55,0,0,-48.22217,2.55,0,49.07934,-48.22423,-29.92382,0,0,-48.22423,-29.92382,0,-0.11594,0.01488,0,0,0,0,0,0,68,53,-4,-5,0,53,9,0,MEMORY,START,21,50020000,1712,1002,11558,68A314071 2012 -2712 OP1,0,310068,N11555 X125.90265 Y18.11412 ,9662,0,0,0,-1,,100,
2019/08/01 15:01:50:045,25.6,,,25.2,24.6,,,0,0,0,1.58,4000,3999,CW,72,100,43.44,1,50,100,11,48.80952,-48.34956,-29.92384,10080.0004,0,-48.3533,-29.92385,0,125.80354,17.99992,2.55,0,0,-48.3533,2.55,0,48.80938,-48.3533,-29.92382,0,0,-48.3533,-29.92382,0,0.02511,-0.10306,0,0,0,0,0,0,-22,33,-7,-5,0,33,7,0,MEMORY,START,21,50020000,1712,1002,11588,68A314071 2012 -2712 OP1,0,310068,N11585 X125.82865 Y17.89686 ,9693,0,0,0,-1,,99.9,
2019/08/01 15:01:53:034,25.5,,,25.2,24.6,,,0,0,0,1.59,4000,4000,CW,72,100,54.66,1,50,100,11,48.76048,-48.32644,-29.92384,10080.0004,0,-48.33017,-29.92385,0,125.75249,17.99928,2.55,0,0,-48.35394,2.55,0,48.76034,-48.33017,-29.92382,0,0,-48.33017,-29.92382,0,0.01651,-0.12337,0,0,0,0,0,0,-7,40,-6,-5,0,40,6,0,MEMORY,START,21,50020000,1712,1002,11618,68A314071 2012 -2712 OP1,0,310068,N11617 X125.95941 Y17.75332 ,9722,0,0,0,-1,,100,
2019/08/01 15:01:56:023,25.6,,,25.2,24.6,,,0,0,0,1.66,4000,4000,CW,72,100,40.86,1,50,100,11,49.08043,-48.41304,-30.12384,10080.0004,0,-48.41677,-30.12385,0,126.07734,17.93909,2.35,0,0,-48.41413,2.35,0,49.08029,-48.41677,-30.12382,0,0,-48.41677,-30.12382,0,0.02545,0.05902,0,0,0,0,0,0,-4,46,5,-5,0,45,-1,0,MEMORY,START,21,50020000,1712,1002,11647,68A314071 2012 -2712 OP1,0,310068,N11646 X126.00000 Y18.00000 ,9751,0,0,0,-1,,100,
2019/08/01 15:01:59:042,25.5,,,25.2,24.6,,,0,0,0,1.66,4000,4000,CW,72,100,36.38,1,50,100,11,48.88372,-48.49929,-30.12384,10080.0004,0,-48.50302,-30.12385,0,125.88174,17.8463,2.35,0,0,-48.50692,2.35,0,48.88358,-48.50302,-30.12382,0,0,-48.50302,-30.12382,0,0.09919,-0.04887,0,0,0,0,0,0,-28,3,4,-5,1,3,-9,-1,MEMORY,START,21,50020000,1712,1002,11680,68A314071 2012 -2712 OP1,0,310068,N11680 X126.19781 Y17.97045 ,9784,0,0,0,-1,,100,
2019/08/01 15:02:02:039,25.5,,,25.2,24.6,,,0,0,0,1.71,4000,3999,CW,72,100,43.69,1,50,100,11,49.00192,-48.59606,-30.12384,10080.0004,0,-48.5998,-30.12385,0,125.99594,17.75342,2.35,0,0,-48.5998,2.35,0,48.97117,-48.59966,-30.12382,0,0,-48.59966,-30.12382,0,0.18719,0.07639,0,0,0,0,0,0,-22,15,6,-5,2,16,-10,-2,MEMORY,START,21,50020000,1712,1002,11708,68A314071 2012 -2712 OP1,0,310068,N11707 X126.22845 Y17.89845 ,9812,0,0,0,-1,,99.9,
2019/08/01 15:02:05:079,25.5,,,25.2,24.6,,,0,0,0,1.71,4000,4000,CW,72,100,43.96,1,50,100,11,48.90891,-48.33653,-30.32384,10080.0004,0,-48.34027,-30.32385,0,125.90069,17.99941,2.15,0,0,-48.35381,2.15,0,48.90877,-48.34027,-30.32382,0,0,-48.34027,-30.32382,0,0.05136,-0.08716,0,0,0,0,0,0,-5,-23,6,-5,4,-23,4,-4,MEMORY,START,21,50020000,1712,1002,11736,68A314071 2012 -2712 OP1,0,310068,N11733 X125.95205 Y17.91225 ,9840,0,0,0,-1,,100,
