DATE,MOTOR COIL,FRONT IN,REAR_IN,FRONT OUT,REAR OUT,MACHINE TEMP,VIBRATION,VIB-X,VIB-Y,VIB-Z,SPINDLE LOAD,SPINDLE COMMAND SPEED,SPINDLE ACTUAL SPEED,SPINDLE DIRECTION,FEED SPEED,FEED OVERRIDE,FEED ACTUAL SPEED,DI_CUT,JOG OVERRIDE,RAPID OVERRIDE,FEED AXIS STATUS,RELATIVE1,RELATIVE2,RELATIVE3,RELATIVE4,RELATIVE5,RELATIVE6,RELATIVE7,RELATIVE8,ABSOLUTE1,ABSOLUTE2,ABSOLUTE3,ABSOLUTE4,ABSOLUTE5,ABSOLUTE6,ABSOLUTE7,ABSOLUTE8,MACHINE1,MACHINE2,MACHINE3,MACHINE4,MACHINE5,MACHINE6,MACHINE7,MACHINE8,DISTANCE1,DISTANCE2,DISTANCE3,DISTANCE4,DISTANCE5,DISTANCE6,DISTANCE7,DISTANCE8,LOAD1,LOAD2,LOAD3,LOAD4,LOAD5,LOAD6,LOAD7,LOAD8,NC MODE,NC STATUS,SPINDLE POT,SPINDLE PTN,MAIN PROGRAM,EXEC PROGRAM,SEQ NUMBER,MAIN COMMENT,MACHINE ALARM,MACHINE WARNING,EXEC BLOCK,BLOCK COUNTER,SPINDLE FTN,SPINDLE ITN,EMERGENCY,ADDITIONAL INCYCLE STATUS,CUTTING REMOVAL AMOUNT,SPINDLE OVERRIDE,MSPINDLE LOAD
"2019/08/01 16:00:47:778","22.6","","","23.2","23.6","","","0.0","0.0","0.0","0.00","0","0","STOP","0","100","0.00","0","50.00","50","00000000","0.00000","-0.00003","0.00000","0.0000","0.0000","-0.00213","-0.00006","-0.0002","76.99412","66.35109","38.77251","359.9997","-0.0002","-0.00003","-0.09846","0.0000","-0.00004","-0.00213","-0.09846","359.9997","-0.0002","-0.00213","-0.09846","-0.0002","0.00000","0.00000","0.00000","0.0000","0.0000","0.00000","0.00000","0.0000","17","19","33","3","0","19","-6","1","JOG","RESET","21","50020000","1712","1712","0","68A314071 2012 -2712 OP1","0","161004","O1712(68A314071 2012 -2712 OP1)","0","0","0","0","-1","","0",""
"2019/08/01 16:00:50:786","22.6","","","23.2","23.6","","","0.0","0.0","0.0","0.00","0","0","STOP","0","100","0.00","0","50.00","50","00000000","0.00000","-0.00003","0.00000","0.0000","0.0000","-0.00213","-0.00006","-0.0002","76.99412","66.35109","38.77251","359.9997","-0.0002","-0.00003","-0.09846","0.0000","-0.00004","-0.00213","-0.09846","359.9997","-0.0002","-0.00213","-0.09846","-0.0002","0.00000","0.00000","0.00000","0.0000","0.0000","0.00000","0.00000","0.0000","16","17","9","-7","1","17","-3","-2","JOG","RESET","21","50020000","1712","1712","0","68A314071 2012 -2712 OP1","0","161005","O1712(68A314071 2012 -2712 OP1)","0","0","0","0","-1","","0",""
"2019/08/01 16:00:53:776","22.6","","","23.2","23.5","","","0.0","0.0","0.0","0.00","0","0","STOP","0","100","0.00","0","50.00","50","00000000","0.00000","-0.00003","0.00000","0.0000","0.0000","-0.00213","-0.00006","-0.0002","76.99412","66.35109","38.77251","359.9997","-0.0002","-0.00003","-0.09846","0.0000","-0.00004","-0.00213","-0.09846","359.9997","-0.0002","-0.00213","-0.09846","-0.0002","0.00000","0.00000","0.00000","0.0000","0.0000","0.00000","0.00000","0.0000","12","32","1","-7","4","32","-10","-4","JOG","RESET","21","50020000","1712","1712","0","68A314071 2012 -2712 OP1","0","161005","O1712(68A314071 2012 -2712 OP1)","0","0","0","0","-1","","0",""
"2019/08/01 16:00:56:776","22.6","","","23.2","23.5","","","0.0","0.0","0.0","0.00","0","0","STOP","0","100","0.00","0","50.00","50","00000000","0.00000","-0.00003","0.00000","0.0000","0.0000","-0.00213","-0.00006","-0.0002","76.99412","66.35109","38.77251","359.9997","-0.0002","-0.00003","-0.09846","0.0000","-0.00004","-0.00213","-0.09846","359.9997","-0.0002","-0.00213","-0.09846","-0.0002","0.00000","0.00000","0.00000","0.0000","0.0000","0.00000","0.00000","0.0000","10","32","4","-7","5","32","-14","-6","JOG","RESET","21","50020000","1712","1712","0","68A314071 2012 -2712 OP1","0","161005","O1712(68A314071 2012 -2712 OP1)","0","0","0","0","-1","","0",""
"2019/08/01 16:00:59:778","22.6","","","23.2","23.5","","","0.0","0.0","0.0","0.00","0","0","STOP","0","100","0.00","0","50.00","50","00000000","0.00000","-0.00003","0.00000","0.0000","0.0000","-0.00213","-0.00006","-0.0002","76.99412","66.35109","38.77251","359.9997","-0.0002","-0.00003","-0.09846","0.0000","-0.00004","-0.00213","-0.09846","359.9997","-0.0002","-0.00213","-0.09846","-0.0002","0.00000","0.00000","0.00000","0.0000","0.0000","0.00000","0.00000","0.0000","8","32","5","-7","6","32","-14","-6","JOG","RESET","21","50020000","1712","1712","0","68A314071 2012 -2712 OP1","0","161005","O1712(68A314071 2012 -2712 OP1)","0","0","0","0","-1","","0",""
"2019/08/01 16:01:02:786","22.6","","","23.2","23.5","","","0.0","0.0","0.0","0.00","0","0","STOP","0","100","0.00","0","50.00","50","00000000","0.00000","-0.00003","0.00000","0.0000","0.0000","-0.00213","-0.00006","-0.0002","76.99412","66.35109","38.77251","359.9997","-0.0002","-0.00003","-0.09846","0.0000","-0.00004","-0.00213","-0.09846","359.9997","-0.0002","-0.00213","-0.09846","-0.0002","0.00000","0.00000","0.00000","0.0000","0.0000","0.00000","0.00000","0.0000","8","32","7","-7","6","32","-15","-6","JOG","RESET","21","50020000","1712","1712","0","68A314071 2012 -2712 OP1","0","161005","O1712(68A314071 2012 -2712 OP1)","0","0","0","0","-1","","0",""
"2019/08/01 16:01:05:777","22.6","","","23.2","23.5","","","0.0","0.0","0.0","0.00","0","0","STOP","0","100","0.00","0","50.00","50","00000000","0.00000","-0.00003","0.00000","0.0000","0.0000","-0.00213","-0.00006","-0.0002","76.99412","66.35109","38.77251","359.9997","-0.0002","-0.00003","-0.09846","0.0000","-0.00004","-0.00213","-0.09846","359.9997","-0.0002","-0.00213","-0.09846","-0.0002","0.00000","0.00000","0.00000","0.0000","0.0000","0.00000","0.00000","0.0000","8","32","9","-6","7","32","-17","-7","JOG","RESET","21","50020000","1712","1712","0","68A314071 2012 -2712 OP1","0","161005","O1712(68A314071 2012 -2712 OP1)","0","0","0","0","-1","","0",""
"2019/08/01 16:01:08:770","22.6","","","23.2","23.5","","","0.0","0.0","0.0","0.00","0","0","STOP","0","100","0.00","0","50.00","50","00000000","0.00000","-0.00003","0.00000","0.0000","0.0000","-0.00213","-0.00006","-0.0002","76.99412","66.35109","38.77251","359.9997","-0.0002","-0.00003","-0.09846","0.0000","-0.00004","-0.00213","-0.09846","359.9997","-0.0002","-0.00213","-0.09846","-0.0002","0.00000","0.00000","0.00000","0.0000","0.0000","0.00000","0.00000","0.0000","8","32","11","-7","7","32","-16","-7","JOG","RESET","21","50020000","1712","1712","0","68A314071 2012 -2712 OP1","0","161005","O1712(68A314071 2012 -2712 OP1)","0","0","0","0","-1","","0",""
"2019/08/01 16:01:11:778","22.6","","","23.2","23.6","","","0.0","0.0","0.0","0.00","0","0","STOP","0","100","0.00","0","50.00","50","00000000","0.00000","-0.00003","0.00000","0.0000","0.0000","-0.00213","-0.00006","-0.0002","76.99412","66.35109","38.77251","359.9997","-0.0002","-0.00003","-0.09846","0.0000","-0.00004","-0.00213","-0.09846","359.9997","-0.0002","-0.00213","-0.09846","-0.0002","0.00000","0.00000","0.00000","0.0000","0.0000","0.00000","0.00000","0.0000","8","32","10","-7","7","33","-16","-8","JOG","RESET","21","50020000","1712","1712","0","68A314071 2012 -2712 OP1","0","161005","O1712(68A314071 2012 -2712 OP1)","0","0","0","0","-1","","0",""
"2019/08/01 16:01:14:786","22.6","","","23.2","23.6","","","0.0","0.0","0.0","0.00","0","0","STOP","0","100","0.00","0","50.00","50","00000000","0.00000","-0.00003","0.00000","0.0000","0.0000","-0.00213","-0.00006","-0.0002","76.99412","66.35109","38.77251","359.9997","-0.0002","-0.00003","-0.09846","0.0000","-0.00004","-0.00213","-0.09846","359.9997","-0.0002","-0.00213","-0.09846","-0.0002","0.00000","0.00000","0.00000","0.0000","0.0000","0.00000","0.00000","0.0000","7","32","11","-7","8","32","-15","-8","JOG","RESET","21","50020000","1712","1712","0","68A314071 2012 -2712 OP1","0","161005","O1712(68A314071 2012 -2712 OP1)","0","0","0","0","-1","","0",""
"2019/08/01 16:01:17:795","22.6","","","23.2","23.6","","","0.0","0.0","0.0","0.00","0","0","STOP","0","100","0.00","0","50.00","50","00000000","0.00000","-0.00003","0.00000","0.0000","0.0000","-0.00213","-0.00006","-0.0002","76.99412","66.35109","38.77251","359.9997","-0.0002","-0.00003","-0.09846","0.0000","-0.00004","-0.00213","-0.09846","359.9997","-0.0002","-0.00213","-0.09846","-0.0002","0.00000","0.00000","0.00000","0.0000","0.0000","0.00000","0.00000","0.0000","7","32","11","-7","8","32","-15","-9","JOG","RESET","21","50020000","1712","1712","0","68A314071 2012 -2712 OP1","0","161005","O1712(68A314071 2012 -2712 OP1)","0","0","0","0","-1","","0",""
"2019/08/01 16:01:20:785","22.6","","","23.2","23.6","","","0.0","0.0","0.0","0.00","0","0","STOP","0","100","0.00","0","50.00","50","00000000","0.00000","-0.00003","0.00000","0.0000","0.0000","-0.00213","-0.00006","-0.0002","76.99412","66.35109","38.77251","359.9997","-0.0002","-0.00003","-0.09846","0.0000","-0.00004","-0.00213","-0.09846","359.9997","-0.0002","-0.00213","-0.09846","-0.0002","0.00000","0.00000","0.00000","0.0000","0.0000","0.00000","0.00000","0.0000","7","33","11","-7","8","32","-15","-8","JOG","RESET","21","50020000","1712","1712","0","68A314071 2012 -2712 OP1","0","161005","O1712(68A314071 2012 -2712 OP1)","0","0","0","0","-1","","0",""
"2019/08/01 16:01:23:793","22.6","","","23.2","23.6","","","0.0","0.0","0.0","0.00","0","0","STOP","0","100","0.00","0","50.00","50","00000000","0.00000","-0.00003","0.00000","0.0000","0.0000","-0.00213","-0.00006","-0.0002","76.99412","66.35109","38.77251","359.9997","-0.0002","-0.00003","-0.09846","0.0000","-0.00004","-0.00213","-0.09846","359.9997","-0.0002","-0.00213","-0.09846","-0.0002","0.00000","0.00000","0.00000","0.0000","0.0000","0.00000","0.00000","0.0000","7","32","11","-7","8","32","-15","-8","JOG","RESET","21","50020000","1712","1712","0","68A314071 2012 -2712 OP1","0","0","O1712(68A314071 2012 -2712 OP1)","0","0","0","0","-1","","0",""
"2019/08/01 16:01:26:786","22.6","","","23.2","23.6","","","0.0","0.0","0.0","0.00","0","0","STOP","0","100","0.00","0","50.00","50","00000000","0.00000","-0.00003","0.00000","0.0000","0.0000","-0.00213","-0.00006","-0.0002","76.99412","66.35109","38.77251","359.9997","-0.0002","-0.00003","-0.09846","0.0000","-0.00004","-0.00213","-0.09846","359.9997","-0.0002","-0.00213","-0.09846","-0.0002","0.00000","0.00000","0.00000","0.0000","0.0000","0.00000","0.00000","0.0000","7","33","11","-7","8","32","-15","-8","JOG","RESET","21","50020000","1712","1712","0","68A314071 2012 -2712 OP1","0","0","O1712(68A314071 2012 -2712 OP1)","0","0","0","0","-1","","0",""
"2019/08/01 16:01:29:795","22.6","","","23.3","23.5","","","0.0","0.0","0.0","0.00","0","0","STOP","0","100","0.00","0","50.00","50","00000000","0.00000","-0.00003","0.00000","0.0000","0.0000","-0.00213","-0.00006","-0.0002","76.99412","66.35109","38.77251","359.9997","-0.0002","-0.00003","-0.09846","0.0000","-0.00004","-0.00213","-0.09846","359.9997","-0.0002","-0.00213","-0.09846","-0.0002","0.00000","0.00000","0.00000","0.0000","0.0000","0.00000","0.00000","0.0000","7","32","11","-7","8","32","-15","-8","JOG","RESET","21","50020000","1712","1712","0","68A314071 2012 -2712 OP1","0","0","O1712(68A314071 2012 -2712 OP1)","0","0","0","0","-1","","0",""
"2019/08/01 16:01:32:785","22.6","","","23.2","23.5","","","0.0","0.0","0.0","0.00","0","0","STOP","0","100","0.00","0","50.00","50","00000000","0.00000","-0.00003","0.00000","0.0000","0.0000","-0.00213","-0.00006","-0.0002","76.99412","66.35109","38.77251","359.9997","-0.0002","-0.00003","-0.09846","0.0000","-0.00004","-0.00213","-0.09846","359.9997","-0.0002","-0.00213","-0.09846","-0.0002","0.00000","0.00000","0.00000","0.0000","0.0000","0.00000","0.00000","0.0000","7","32","11","-7","9","32","-15","-8","JOG","RESET","21","50020000","1712","1712","0","68A314071 2012 -2712 OP1","0","0","O1712(68A314071 2012 -2712 OP1)","0","0","0","0","-1","","0",""
"2019/08/01 16:01:35:779","22.6","","","23.2","23.5","","","0.0","0.0","0.0","0.00","0","0","STOP","0","100","0.00","0","50.00","50","00000000","0.00000","-0.00003","0.00000","0.0000","0.0000","-0.00213","-0.00006","-0.0002","76.99412","66.35109","38.77251","359.9997","-0.0002","-0.00003","-0.09846","0.0000","-0.00004","-0.00213","-0.09846","359.9997","-0.0002","-0.00213","-0.09846","-0.0002","0.00000","0.00000","0.00000","0.0000","0.0000","0.00000","0.00000","0.0000","7","32","11","-7","8","32","-15","-8","JOG","RESET","21","50020000","1712","1712","0","68A314071 2012 -2712 OP1","0","0","O1712(68A314071 2012 -2712 OP1)","0","0","0","0","-1","","0",""
"2019/08/01 16:01:38:786","22.6","","","23.2","23.4","","","0.0","0.0","0.0","0.00","0","0","STOP","0","100","0.00","0","50.00","50","00000000","0.00000","-0.00003","0.00000","0.0000","0.0000","-0.00213","-0.00006","-0.0002","76.99412","66.35109","38.77251","359.9997","-0.0002","-0.00003","-0.09846","0.0000","-0.00004","-0.00213","-0.09846","359.9997","-0.0002","-0.00213","-0.09846","-0.0002","0.00000","0.00000","0.00000","0.0000","0.0000","0.00000","0.00000","0.0000","7","32","11","-7","8","32","-15","-8","JOG","RESET","21","50020000","1712","1712","0","68A314071 2012 -2712 OP1","0","0","O1712(68A314071 2012 -2712 OP1)","0","0","0","0","-1","","0",""
"2019/08/01 16:01:41:778","22.6","","","23.2","23.4","","","0.0","0.0","0.0","0.00","0","0","STOP","0","100","0.00","0","50.00","50","00000000","0.00000","-0.00003","0.00000","0.0000","0.0000","-0.00213","-0.00006","-0.0002","76.99412","66.35109","38.77251","359.9997","-0.0002","-0.00003","-0.09846","0.0000","-0.00004","-0.00213","-0.09846","359.9997","-0.0002","-0.00213","-0.09846","-0.0002","0.00000","0.00000","0.00000","0.0000","0.0000","0.00000","0.00000","0.0000","7","32","11","-7","8","32","-15","-8","JOG","RESET","21","50020000","1712","1712","0","68A314071 2012 -2712 OP1","0","0","O1712(68A314071 2012 -2712 OP1)","0","0","0","0","-1","","0",""
"2019/08/01 16:01:44:786","22.6","","","23.2","23.4","","","0.0","0.0","0.0","0.00","0","0","STOP","0","100","0.00","0","50.00","50","00000000","0.00000","-0.00003","0.00000","0.0000","0.0000","-0.00213","-0.00006","-0.0002","76.99412","66.35109","38.77251","359.9997","-0.0002","-0.00003","-0.09846","0.0000","-0.00004","-0.00213","-0.09846","359.9997","-0.0002","-0.00213","-0.09846","-0.0002","0.00000","0.00000","0.00000","0.0000","0.0000","0.00000","0.00000","0.0000","7","32","11","-7","9","32","-15","-8","JOG","RESET","21","50020000","1712","1712","0","68A314071 2012 -2712 OP1","0","0","O1712(68A314071 2012 -2712 OP1)","0","0","0","0","-1","","0",""
"2019/08/01 16:01:47:794","22.6","","","23.2","23.4","","","0.0","0.0","0.0","0.00","0","0","STOP","0","100","0.00","0","50.00","50","00000000","0.00000","-0.00003","0.00000","0.0000","0.0000","-0.00213","-0.00006","-0.0002","76.99412","66.35109","38.77251","359.9997","-0.0002","-0.00003","-0.09846","0.0000","-0.00004","-0.00213","-0.09846","359.9997","-0.0002","-0.00213","-0.09846","-0.0002","0.00000","0.00000","0.00000","0.0000","0.0000","0.00000","0.00000","0.0000","7","32","11","-7","8","32","-15","-8","JOG","RESET","21","50020000","1712","1712","0","68A314071 2012 -2712 OP1","0","0","O1712(68A314071 2012 -2712 OP1)","0","0","0","0","-1","","0",""
"2019/08/01 16:01:50:787","22.6","","","23.2","23.4","","","0.0","0.0","0.0","0.00","0","0","STOP","0","100","0.00","0","50.00","50","00000000","0.00000","-0.00003","0.00000","0.0000","0.0000","-0.00213","-0.00006","-0.0002","76.99412","66.35109","38.77251","359.9997","-0.0002","-0.00003","-0.09846","0.0000","-0.00004","-0.00213","-0.09846","359.9997","-0.0002","-0.00213","-0.09846","-0.0002","0.00000","0.00000","0.00000","0.0000","0.0000","0.00000","0.00000","0.0000","7","32","11","-7","8","32","-15","-8","JOG","RESET","21","50020000","1712","1712","0","68A314071 2012 -2712 OP1","0","0","O1712(68A314071 2012 -2712 OP1)","0","0","0","0","-1","","0",""
